product_id,category,price,vendor_id
1,electro,223.48,415
2,hogar,94.72,315
3,electro,14.6,208
4,moda,155.22,256
5,moda,49.12,308
6,gaming,470.31,238
7,gaming,263.94,476
8,belleza,270.49,133
9,gaming,322.35,422
10,hogar,391.95,355
11,gaming,478.96,475
12,gaming,477.37,30
13,belleza,123.06,153
14,gaming,488.68,73
15,moda,496.35,125
16,moda,143.46,425
17,electro,238.66,398
18,hogar,330.37,281
19,belleza,135.32,181
20,hogar,251.69,29
21,belleza,427.77,457
22,electro,172.36,208
23,gaming,317.04,463
24,electro,137.66,228
25,electro,19.76,125
26,hogar,232.62,68
27,hogar,10.26,93
28,electro,465.57,155
29,hogar,147.38,451
30,moda,361.77,408
31,electro,144.72,249
32,gaming,325.06,437
33,electro,13.85,82
34,belleza,21.93,135
35,moda,404.65,296
36,belleza,284.32,17
37,hogar,476.47,485
38,belleza,218.55,87
39,hogar,341.68,104
40,moda,132.99,142
41,gaming,185.04,364
42,moda,298.39,59
43,electro,45.94,222
44,gaming,393.42,373
45,electro,343.83,138
46,hogar,73.26,330
47,gaming,499.63,125
48,hogar,106.03,450
49,hogar,50.24,27
50,belleza,379.19,248
51,gaming,267.49,131
52,moda,423.59,498
53,gaming,383.33,426
54,belleza,42.26,42
55,gaming,45.98,481
56,belleza,210.81,68
57,hogar,176.99,475
58,moda,202.67,359
59,moda,23.64,93
60,moda,466.77,299
61,gaming,133.51,140
62,belleza,251.71,485
63,electro,122.63,62
64,gaming,115.14,148
65,electro,186.56,90
66,electro,183.29,279
67,moda,281.51,491
68,belleza,65.93,444
69,hogar,424.74,389
70,electro,213.49,153
71,hogar,278.26,119
72,moda,51.3,141
73,hogar,379.06,364
74,hogar,162.0,160
75,belleza,94.56,275
76,electro,25.24,411
77,moda,150.39,185
78,hogar,449.87,309
79,belleza,427.29,282
80,electro,465.51,21
81,belleza,474.98,122
82,hogar,161.91,475
83,electro,345.27,209
84,belleza,240.62,144
85,hogar,367.74,259
86,electro,387.71,52
87,hogar,79.27,171
88,hogar,84.48,66
89,hogar,177.04,346
90,gaming,474.75,97
91,moda,391.38,38
92,hogar,489.55,111
93,gaming,270.75,485
94,electro,101.3,5
95,hogar,477.03,108
96,hogar,410.36,144
97,moda,87.61,6
98,electro,464.17,255
99,moda,25.43,148
100,hogar,283.0,497
101,hogar,405.62,23
102,gaming,411.57,26
103,gaming,57.5,208
104,belleza,131.08,122
105,gaming,453.72,236
106,electro,8.97,252
107,moda,78.51,465
108,electro,365.59,67
109,belleza,286.31,388
110,belleza,436.57,248
111,electro,391.01,409
112,hogar,464.79,238
113,moda,173.37,360
114,electro,268.36,216
115,moda,61.96,316
116,hogar,494.06,351
117,hogar,116.75,233
118,gaming,119.53,388
119,electro,348.61,447
120,moda,301.9,471
121,belleza,33.26,346
122,electro,344.61,420
123,hogar,378.3,268
124,hogar,169.3,425
125,moda,395.85,43
126,belleza,438.98,157
127,gaming,310.62,127
128,hogar,312.72,277
129,electro,33.77,142
130,gaming,450.2,2
131,gaming,66.64,153
132,moda,117.59,10
133,gaming,485.24,496
134,hogar,278.76,109
135,electro,204.23,341
136,belleza,41.64,88
137,gaming,415.72,371
138,moda,461.95,358
139,moda,297.68,347
140,belleza,406.3,351
141,moda,381.98,282
142,belleza,121.41,94
143,hogar,398.11,359
144,electro,357.42,336
145,moda,184.2,242
146,electro,391.92,168
147,hogar,400.85,372
148,gaming,397.71,334
149,hogar,65.78,435
150,gaming,356.38,155
151,belleza,123.01,484
152,moda,205.69,190
153,hogar,161.46,182
154,moda,28.37,307
155,gaming,301.38,144
156,electro,295.92,109
157,gaming,309.98,19
158,belleza,465.06,1
159,hogar,119.9,379
160,hogar,275.22,290
161,belleza,233.0,88
162,electro,59.31,30
163,hogar,295.25,369
164,belleza,200.23,186
165,belleza,462.87,78
166,belleza,467.04,347
167,electro,126.8,210
168,gaming,455.08,466
169,hogar,202.56,223
170,hogar,356.2,325
171,gaming,377.7,80
172,belleza,236.2,326
173,moda,258.51,443
174,moda,64.43,399
175,gaming,170.86,238
176,electro,200.58,57
177,moda,217.61,368
178,belleza,480.77,138
179,electro,307.46,73
180,hogar,180.78,408
181,hogar,187.73,1
182,moda,51.59,150
183,belleza,295.53,257
184,electro,171.97,336
185,moda,389.4,469
186,belleza,383.99,222
187,hogar,348.97,219
188,electro,345.87,159
189,hogar,201.94,139
190,hogar,342.64,26
191,belleza,246.23,447
192,hogar,476.86,475
193,gaming,400.23,168
194,gaming,64.53,432
195,gaming,365.68,127
196,belleza,275.12,240
197,belleza,133.04,189
198,electro,228.71,355
199,hogar,91.11,243
200,belleza,62.23,468
201,moda,260.73,39
202,hogar,154.5,287
203,belleza,312.18,58
204,hogar,320.54,499
205,gaming,359.83,151
206,hogar,276.58,330
207,electro,136.15,194
208,electro,181.72,272
209,moda,13.08,84
210,moda,42.24,400
211,hogar,144.73,193
212,moda,365.24,44
213,moda,278.69,243
214,gaming,283.13,304
215,hogar,425.68,349
216,electro,215.93,66
217,moda,53.41,486
218,moda,39.94,55
219,moda,460.7,425
220,electro,97.82,328
221,hogar,11.05,57
222,electro,191.17,338
223,gaming,14.54,91
224,electro,493.58,12
225,gaming,85.65,349
226,hogar,458.77,268
227,belleza,421.92,175
228,hogar,192.17,268
229,gaming,315.83,373
230,electro,79.88,227
231,gaming,152.34,313
232,hogar,391.06,48
233,gaming,383.91,292
234,belleza,176.18,201
235,moda,106.23,154
236,electro,70.73,495
237,belleza,20.4,435
238,hogar,185.51,203
239,gaming,237.2,36
240,moda,112.74,248
241,belleza,435.12,218
242,belleza,405.32,22
243,hogar,78.5,328
244,moda,136.42,294
245,moda,138.53,124
246,moda,15.6,321
247,belleza,104.14,400
248,hogar,231.09,232
249,belleza,136.5,318
250,gaming,216.06,73
251,electro,491.58,44
252,belleza,180.6,210
253,moda,36.43,279
254,hogar,361.5,98
255,belleza,155.77,188
256,hogar,106.0,388
257,electro,486.37,104
258,gaming,94.94,116
259,gaming,172.3,125
260,gaming,486.59,429
261,electro,334.72,424
262,electro,363.87,140
263,hogar,418.99,295
264,hogar,249.47,424
265,gaming,375.62,194
266,hogar,363.39,362
267,hogar,78.53,154
268,moda,222.06,86
269,electro,201.35,430
270,moda,77.36,75
271,gaming,136.69,7
272,moda,427.04,474
273,hogar,28.44,23
274,gaming,406.22,186
275,gaming,430.88,377
276,moda,298.35,337
277,gaming,163.39,345
278,belleza,429.92,315
279,belleza,370.13,76
280,belleza,283.39,248
281,electro,147.29,309
282,hogar,90.74,311
283,electro,92.93,129
284,gaming,100.6,9
285,gaming,245.16,218
286,belleza,456.99,71
287,belleza,14.08,423
288,belleza,399.88,157
289,electro,158.98,302
290,belleza,152.17,185
291,moda,14.44,364
292,moda,428.25,144
293,moda,72.23,263
294,belleza,285.13,137
295,belleza,180.25,111
296,electro,208.73,299
297,gaming,123.88,374
298,moda,30.6,240
299,moda,382.89,483
300,gaming,165.75,453
301,hogar,445.82,27
302,belleza,41.44,76
303,hogar,201.72,40
304,hogar,226.91,105
305,moda,178.16,358
306,gaming,460.77,423
307,belleza,44.86,53
308,electro,413.58,167
309,gaming,24.32,113
310,belleza,376.04,188
311,hogar,337.94,336
312,electro,414.47,499
313,gaming,489.51,116
314,moda,482.01,305
315,moda,432.07,242
316,moda,407.92,291
317,belleza,181.8,480
318,belleza,33.97,382
319,moda,295.01,339
320,moda,191.64,179
321,belleza,63.95,408
322,gaming,32.92,234
323,belleza,306.08,250
324,hogar,373.93,406
325,moda,456.32,330
326,belleza,414.69,261
327,hogar,213.52,149
328,electro,495.56,382
329,moda,158.87,393
330,hogar,52.94,391
331,moda,212.93,446
332,electro,426.52,485
333,moda,214.55,32
334,moda,420.53,259
335,moda,249.96,461
336,belleza,351.38,152
337,electro,348.58,198
338,hogar,293.93,497
339,belleza,334.28,271
340,hogar,117.47,267
341,belleza,388.71,173
342,moda,356.45,108
343,gaming,55.58,429
344,hogar,427.99,90
345,belleza,39.94,463
346,gaming,310.71,427
347,belleza,472.15,186
348,gaming,78.47,443
349,hogar,462.19,155
350,hogar,260.58,404
351,moda,202.24,56
352,hogar,94.13,377
353,belleza,153.89,313
354,belleza,67.4,226
355,belleza,157.42,391
356,electro,208.34,185
357,belleza,85.38,222
358,electro,22.62,280
359,electro,491.52,255
360,electro,428.32,134
361,electro,22.54,165
362,hogar,17.84,83
363,electro,498.01,137
364,moda,283.55,155
365,moda,393.8,250
366,gaming,473.65,90
367,electro,246.09,409
368,moda,448.04,357
369,gaming,160.33,103
370,moda,275.93,191
371,hogar,190.74,69
372,gaming,319.02,312
373,electro,494.33,48
374,hogar,66.02,384
375,moda,129.39,316
376,electro,131.09,162
377,belleza,187.94,303
378,hogar,339.05,133
379,electro,442.9,325
380,hogar,214.96,478
381,electro,385.96,217
382,hogar,222.5,286
383,hogar,429.28,226
384,electro,99.71,326
385,electro,353.94,197
386,moda,366.12,27
387,moda,192.44,300
388,belleza,246.21,446
389,hogar,184.18,171
390,gaming,446.75,420
391,hogar,93.4,387
392,gaming,314.99,490
393,gaming,434.2,466
394,moda,258.67,248
395,belleza,378.96,316
396,electro,122.85,191
397,hogar,263.55,350
398,gaming,260.23,40
399,electro,132.74,329
400,electro,213.04,148
401,gaming,424.9,428
402,electro,488.96,385
403,hogar,175.34,319
404,belleza,44.41,273
405,gaming,129.38,222
406,gaming,432.81,90
407,electro,396.66,489
408,gaming,57.51,301
409,moda,115.63,327
410,gaming,12.86,434
411,hogar,478.87,448
412,gaming,236.0,68
413,gaming,321.94,341
414,hogar,308.81,292
415,electro,188.87,28
416,belleza,355.7,49
417,hogar,297.93,328
418,moda,105.23,322
419,belleza,354.16,81
420,electro,496.99,252
421,electro,38.06,188
422,hogar,214.41,112
423,belleza,97.19,190
424,belleza,455.94,155
425,gaming,403.56,449
426,gaming,373.19,426
427,belleza,479.45,351
428,moda,264.17,35
429,belleza,167.71,495
430,gaming,409.24,217
431,hogar,23.37,244
432,belleza,466.3,322
433,hogar,400.64,38
434,gaming,347.04,77
435,gaming,230.47,53
436,hogar,38.85,278
437,belleza,55.74,54
438,belleza,78.39,203
439,hogar,365.94,467
440,hogar,486.47,211
441,electro,193.95,222
442,gaming,281.75,281
443,hogar,382.93,250
444,gaming,326.24,50
445,gaming,416.02,401
446,hogar,360.5,285
447,belleza,399.29,333
448,moda,110.63,18
449,electro,426.14,440
450,belleza,192.52,2
451,moda,148.8,394
452,gaming,266.03,143
453,hogar,283.07,153
454,hogar,231.19,262
455,belleza,415.4,286
456,moda,472.42,67
457,belleza,334.87,268
458,belleza,315.92,253
459,electro,374.07,225
460,moda,463.78,305
461,electro,340.56,204
462,moda,103.08,408
463,belleza,478.73,89
464,electro,406.63,275
465,belleza,125.44,314
466,electro,326.58,109
467,belleza,482.71,387
468,moda,373.52,400
469,gaming,283.67,225
470,belleza,38.36,255
471,hogar,161.94,71
472,belleza,426.5,465
473,belleza,183.22,208
474,moda,326.21,343
475,electro,388.89,411
476,belleza,42.6,333
477,belleza,390.47,489
478,moda,285.45,63
479,belleza,110.13,211
480,moda,277.13,290
481,hogar,214.87,277
482,electro,498.25,379
483,electro,77.46,40
484,gaming,94.91,462
485,electro,166.0,169
486,electro,174.62,227
487,gaming,212.04,226
488,gaming,346.07,334
489,belleza,57.11,74
490,hogar,18.57,463
491,hogar,206.66,406
492,moda,119.45,70
493,gaming,435.73,95
494,moda,99.78,301
495,hogar,292.31,464
496,gaming,382.76,345
497,belleza,151.93,190
498,electro,405.3,359
499,electro,24.85,483
500,hogar,73.48,114
501,moda,29.26,451
502,hogar,183.7,119
503,moda,443.71,446
504,moda,123.53,122
505,hogar,414.27,204
506,moda,437.81,499
507,electro,92.01,297
508,gaming,413.3,7
509,moda,220.0,116
510,gaming,38.21,171
511,gaming,414.72,472
512,moda,274.86,437
513,electro,347.01,271
514,gaming,273.78,72
515,gaming,324.79,34
516,belleza,8.21,211
517,hogar,437.62,119
518,gaming,493.92,56
519,hogar,182.24,177
520,gaming,445.76,365
521,belleza,92.55,43
522,gaming,429.37,32
523,belleza,454.74,153
524,gaming,396.89,227
525,belleza,309.63,390
526,belleza,163.8,43
527,moda,76.54,303
528,belleza,139.93,170
529,electro,264.98,366
530,electro,394.33,390
531,belleza,104.21,163
532,moda,485.67,265
533,hogar,14.7,9
534,moda,255.18,125
535,gaming,418.65,280
536,electro,488.65,336
537,hogar,305.02,174
538,hogar,54.91,104
539,hogar,181.42,302
540,gaming,406.12,490
541,belleza,161.02,94
542,belleza,130.21,293
543,hogar,40.5,436
544,gaming,56.3,79
545,hogar,218.98,97
546,belleza,368.62,194
547,gaming,340.68,278
548,belleza,434.73,111
549,gaming,120.4,271
550,moda,171.38,147
551,moda,63.34,265
552,hogar,108.9,338
553,belleza,159.48,467
554,hogar,157.09,364
555,moda,208.44,314
556,hogar,327.77,469
557,gaming,193.14,359
558,electro,488.51,382
559,electro,358.43,307
560,belleza,102.01,492
561,electro,294.78,202
562,electro,235.83,3
563,moda,289.09,177
564,hogar,486.88,68
565,hogar,85.52,84
566,gaming,82.53,334
567,electro,254.03,14
568,moda,174.26,434
569,moda,207.13,374
570,electro,185.49,446
571,electro,489.62,220
572,gaming,396.7,165
573,moda,482.31,459
574,belleza,438.94,219
575,hogar,421.92,35
576,electro,386.29,458
577,moda,205.44,6
578,electro,205.77,463
579,hogar,165.44,203
580,moda,390.07,345
581,gaming,354.1,359
582,electro,459.36,388
583,belleza,216.44,216
584,belleza,77.9,215
585,hogar,67.4,201
586,gaming,237.71,288
587,hogar,338.82,4
588,gaming,422.25,297
589,hogar,10.03,163
590,hogar,466.08,462
591,belleza,127.75,451
592,electro,149.92,270
593,electro,487.01,115
594,electro,377.03,269
595,moda,209.02,214
596,electro,87.43,348
597,belleza,272.37,283
598,electro,304.92,21
599,gaming,225.39,209
600,hogar,236.02,331
601,hogar,238.04,315
602,electro,442.15,245
603,hogar,479.46,420
604,electro,170.69,228
605,electro,50.99,259
606,gaming,484.79,344
607,moda,79.19,18
608,electro,489.38,19
609,electro,13.44,201
610,hogar,410.65,491
611,gaming,459.74,332
612,belleza,428.81,320
613,electro,395.34,371
614,electro,380.1,35
615,gaming,268.24,348
616,moda,21.54,431
617,gaming,22.19,498
618,hogar,435.72,10
619,gaming,319.47,201
620,moda,59.7,34
621,moda,5.13,406
622,belleza,10.19,138
623,hogar,414.06,174
624,moda,295.78,343
625,gaming,455.24,122
626,electro,491.13,97
627,hogar,440.33,490
628,gaming,130.65,161
629,moda,394.57,7
630,gaming,439.58,123
631,electro,338.2,355
632,moda,27.4,428
633,electro,71.62,29
634,moda,144.93,62
635,hogar,273.01,69
636,electro,468.13,251
637,moda,59.86,166
638,hogar,274.71,415
639,electro,177.89,123
640,electro,203.63,13
641,gaming,116.01,264
642,electro,307.55,238
643,electro,207.44,429
644,belleza,437.27,214
645,hogar,415.15,220
646,hogar,416.66,189
647,moda,430.36,186
648,belleza,39.06,410
649,hogar,215.96,269
650,belleza,188.56,206
651,belleza,366.91,269
652,belleza,405.4,273
653,electro,269.85,270
654,hogar,253.62,246
655,belleza,26.57,93
656,hogar,249.04,150
657,belleza,215.48,430
658,electro,43.62,111
659,hogar,455.18,427
660,electro,392.48,239
661,gaming,460.62,347
662,moda,217.34,243
663,hogar,196.05,161
664,moda,299.38,420
665,electro,222.77,13
666,electro,286.46,470
667,gaming,231.59,41
668,hogar,98.58,165
669,electro,59.52,282
670,electro,465.84,222
671,gaming,103.6,215
672,electro,239.01,316
673,moda,421.68,453
674,moda,196.32,207
675,moda,242.81,199
676,belleza,6.63,426
677,electro,428.51,474
678,electro,260.54,170
679,electro,217.82,149
680,gaming,358.76,493
681,belleza,71.33,215
682,hogar,191.31,193
683,belleza,403.01,139
684,electro,193.6,123
685,hogar,255.64,364
686,hogar,263.78,411
687,belleza,195.22,212
688,hogar,393.21,144
689,gaming,57.5,478
690,gaming,218.18,100
691,electro,45.87,21
692,moda,79.13,274
693,belleza,357.79,148
694,moda,90.48,306
695,belleza,229.6,220
696,moda,487.52,9
697,gaming,141.87,312
698,belleza,421.65,49
699,belleza,300.8,79
700,electro,244.84,83
701,moda,248.08,311
702,hogar,379.75,175
703,electro,373.96,314
704,hogar,419.87,9
705,hogar,348.54,327
706,electro,454.54,274
707,moda,29.2,301
708,electro,270.76,222
709,gaming,114.69,499
710,hogar,299.1,134
711,moda,192.07,33
712,moda,386.96,447
713,electro,22.87,234
714,hogar,416.21,317
715,gaming,151.09,43
716,moda,218.15,362
717,electro,212.46,417
718,belleza,443.97,277
719,moda,235.86,436
720,gaming,54.25,357
721,moda,248.17,1
722,belleza,246.06,351
723,electro,421.09,136
724,moda,241.29,336
725,gaming,304.8,490
726,belleza,245.78,6
727,belleza,33.94,155
728,gaming,188.35,272
729,belleza,93.48,483
730,moda,66.75,342
731,electro,138.0,301
732,belleza,369.24,401
733,electro,56.4,221
734,belleza,454.23,67
735,electro,308.11,183
736,belleza,178.67,165
737,gaming,95.56,171
738,hogar,248.35,356
739,moda,338.65,82
740,gaming,340.01,492
741,moda,344.52,132
742,belleza,193.41,5
743,belleza,90.97,432
744,gaming,422.02,216
745,gaming,338.81,52
746,moda,129.64,271
747,belleza,123.03,419
748,belleza,315.96,429
749,gaming,137.66,255
750,belleza,57.93,173
751,belleza,86.54,216
752,hogar,248.22,248
753,hogar,18.0,307
754,hogar,389.68,179
755,electro,238.09,443
756,hogar,134.59,352
757,hogar,44.46,356
758,belleza,277.92,183
759,electro,294.83,131
760,hogar,325.74,12
761,belleza,169.09,224
762,belleza,129.77,395
763,hogar,73.53,212
764,belleza,312.55,296
765,electro,261.17,418
766,belleza,101.46,464
767,gaming,90.4,342
768,gaming,314.25,23
769,moda,499.18,361
770,gaming,141.71,84
771,electro,460.23,237
772,hogar,496.71,207
773,belleza,362.45,66
774,gaming,17.02,468
775,gaming,338.59,336
776,gaming,490.87,31
777,gaming,77.86,67
778,moda,248.02,185
779,hogar,255.29,376
780,gaming,336.43,499
781,hogar,413.83,330
782,belleza,89.84,197
783,electro,432.47,494
784,gaming,127.08,267
785,belleza,496.0,118
786,gaming,148.24,282
787,gaming,40.04,332
788,electro,428.91,94
789,moda,349.4,177
790,hogar,154.94,41
791,hogar,27.31,444
792,hogar,473.99,299
793,gaming,302.79,281
794,hogar,228.61,99
795,belleza,175.44,211
796,moda,298.15,212
797,moda,427.97,157
798,belleza,153.75,39
799,electro,375.61,11
800,electro,269.32,44
801,gaming,198.54,194
802,gaming,134.47,84
803,gaming,90.42,397
804,electro,169.42,83
805,hogar,194.24,432
806,gaming,30.71,424
807,hogar,6.49,465
808,moda,119.75,93
809,belleza,133.18,377
810,gaming,427.98,434
811,electro,417.6,123
812,hogar,275.33,492
813,belleza,219.97,4
814,hogar,214.21,482
815,electro,300.13,417
816,electro,96.23,455
817,belleza,372.6,215
818,belleza,156.83,408
819,hogar,158.4,452
820,hogar,447.51,239
821,electro,145.23,152
822,moda,190.07,372
823,gaming,405.51,288
824,electro,460.65,86
825,moda,431.34,140
826,belleza,499.15,439
827,moda,399.18,61
828,electro,227.37,212
829,electro,237.09,77
830,hogar,185.28,261
831,belleza,241.18,150
832,gaming,340.42,188
833,electro,378.37,422
834,moda,430.27,468
835,electro,86.1,179
836,electro,414.36,268
837,electro,390.38,171
838,belleza,491.06,399
839,hogar,204.01,431
840,electro,245.72,223
841,gaming,349.14,465
842,gaming,100.06,266
843,gaming,102.69,495
844,gaming,27.48,451
845,belleza,52.27,336
846,electro,321.22,424
847,hogar,445.69,150
848,belleza,226.23,295
849,moda,354.93,177
850,moda,378.97,127
851,belleza,130.91,10
852,hogar,224.83,358
853,hogar,285.0,472
854,hogar,382.88,345
855,moda,187.83,360
856,gaming,121.97,141
857,electro,129.58,199
858,hogar,469.25,32
859,electro,29.04,55
860,gaming,435.76,35
861,belleza,134.55,308
862,moda,420.42,398
863,moda,44.96,188
864,electro,285.43,155
865,gaming,402.11,164
866,electro,351.16,42
867,hogar,95.41,187
868,belleza,29.53,300
869,electro,447.08,79
870,moda,134.7,245
871,hogar,281.02,49
872,belleza,430.46,448
873,gaming,177.36,474
874,belleza,484.02,477
875,moda,482.07,353
876,moda,450.02,457
877,gaming,282.4,180
878,moda,475.82,435
879,moda,64.73,260
880,gaming,372.19,388
881,moda,454.3,340
882,moda,215.79,190
883,moda,102.07,376
884,electro,449.64,461
885,electro,328.01,163
886,gaming,437.09,106
887,belleza,251.92,314
888,electro,196.94,388
889,hogar,499.1,129
890,moda,481.07,190
891,hogar,32.67,190
892,hogar,452.93,219
893,gaming,466.12,393
894,belleza,280.61,43
895,electro,175.02,164
896,gaming,295.11,301
897,gaming,121.44,47
898,moda,475.55,398
899,gaming,316.69,119
900,electro,45.76,286
901,belleza,480.41,385
902,belleza,12.62,388
903,belleza,336.22,440
904,belleza,128.06,429
905,belleza,363.21,375
906,hogar,234.52,288
907,belleza,460.57,189
908,belleza,287.55,413
909,moda,492.18,142
910,moda,432.95,30
911,hogar,234.24,462
912,moda,325.42,18
913,gaming,428.99,104
914,hogar,337.97,433
915,belleza,222.74,355
916,belleza,387.68,172
917,gaming,70.02,379
918,electro,113.42,493
919,hogar,152.13,496
920,electro,98.39,133
921,electro,17.09,134
922,hogar,74.65,469
923,moda,368.06,235
924,electro,491.79,171
925,hogar,191.02,425
926,belleza,364.17,344
927,hogar,471.12,7
928,moda,250.25,263
929,moda,164.18,204
930,electro,395.79,471
931,gaming,255.42,73
932,belleza,416.7,469
933,belleza,144.72,8
934,hogar,295.59,489
935,electro,339.27,453
936,moda,467.62,418
937,belleza,333.28,389
938,moda,195.4,455
939,gaming,151.87,322
940,gaming,135.57,105
941,hogar,175.84,435
942,moda,407.39,48
943,electro,246.02,306
944,hogar,84.34,371
945,gaming,344.33,426
946,hogar,429.33,490
947,gaming,133.49,119
948,gaming,139.42,418
949,hogar,174.9,296
950,moda,263.48,129
951,hogar,384.62,158
952,belleza,323.95,451
953,hogar,259.46,372
954,belleza,186.15,442
955,gaming,138.05,465
956,hogar,408.19,32
957,hogar,158.74,14
958,gaming,481.54,75
959,belleza,240.47,394
960,hogar,193.41,428
961,moda,310.72,343
962,belleza,426.21,124
963,belleza,51.41,158
964,electro,398.63,395
965,belleza,465.48,14
966,belleza,220.37,369
967,electro,163.49,137
968,moda,42.1,79
969,hogar,413.14,273
970,moda,269.7,269
971,hogar,89.86,40
972,hogar,418.62,73
973,electro,371.75,95
974,gaming,119.81,422
975,moda,8.44,10
976,electro,334.99,83
977,moda,263.38,37
978,moda,221.19,226
979,hogar,478.82,371
980,moda,310.66,65
981,electro,254.39,488
982,gaming,381.81,148
983,gaming,83.04,14
984,moda,264.1,307
985,electro,369.59,352
986,moda,100.17,113
987,electro,285.47,177
988,moda,145.68,491
989,hogar,125.97,348
990,belleza,425.2,96
991,belleza,56.89,328
992,gaming,309.08,192
993,gaming,420.11,57
994,moda,310.16,76
995,belleza,256.69,275
996,gaming,401.41,350
997,electro,422.97,15
998,moda,259.64,89
999,moda,450.59,55
1000,electro,457.83,31
1001,gaming,152.83,280
1002,moda,69.07,460
1003,hogar,194.56,228
1004,gaming,154.51,345
1005,electro,356.22,212
1006,gaming,156.1,375
1007,gaming,231.07,444
1008,electro,19.41,157
1009,gaming,367.5,56
1010,belleza,478.4,331
1011,belleza,223.82,8
1012,belleza,243.57,349
1013,electro,414.64,354
1014,moda,263.71,487
1015,moda,301.66,464
1016,electro,343.49,93
1017,hogar,88.72,432
1018,belleza,368.31,336
1019,electro,460.38,347
1020,belleza,124.74,275
1021,electro,381.59,120
1022,belleza,361.81,266
1023,electro,170.88,58
1024,electro,312.32,164
1025,belleza,200.61,482
1026,belleza,259.51,241
1027,moda,230.54,252
